rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
159,https://www.afriquesports.net/can-2025/en-direct-can-2025-burkina-faso-vs-guinee-equatoriale-groupe-e-suivez-le-match-en-live,en-direct-can-2025-burkina-faso-vs-guinee-equatoriale-groupe-e-suivez-le-match-en-live,fr,can-2025,104,13336,0.78,6.4,871296,"EN DIRECT / CAN 2025 : Burkina Faso vs Guinée Equatoriale – Groupe E, suivez le match en live !",true,2025-12-31,
160,https://www.afriquesports.net/football/coup-dur-pour-le-barca-le-cauchemar-se-poursuit-pour-lamine-yamal,coup-dur-pour-le-barca-le-cauchemar-se-poursuit-pour-lamine-yamal,fr,football,104,4562,2.28,3.7,862621,Coup dur pour le Barça : le cauchemar se poursuit pour Lamine Yamal,true,2025-12-27,
161,https://www.afriquesports.net/football/le-footballeur-cheikh-toure-enleve-et-tue-au-ghana-letat-du-senegal-brise-le-silence,le-footballeur-cheikh-toure-enleve-et-tue-au-ghana-letat-du-senegal-brise-le-silence,fr,football,104,1835,5.67,3.4,863967,Le footballeur Cheikh Touré enlevé et tué au Ghana : l’État du Sénégal brise le silence,true,2025-12-29,
162,https://www.afriquesports.net/europe/un-cadre-quitte-officiellement-le-real-madrid,un-cadre-quitte-officiellement-le-real-madrid,fr,europe,103,1777,5.80,6.6,863404,Un cadre quitte officiellement le Real Madrid,true,2026-01-02,
163,https://www.afriquesports.net/football/can-2025-lalgerie-perd-chergui-hadjam-incertain-ap-af-1767009646076,can-2025-lalgerie-perd-chergui-hadjam-incertain-ap-af-1767009646076,fr,football,103,2888,3.57,4.0,,,,,
164,https://www.afriquesports.net/football/habib-beye-frappe-fort-apres-le-nul-entre-le-cameroun-et-la-cote-divoire-il-tacle-ouvertement-les-elephants,habib-beye-frappe-fort-apres-le-nul-entre-le-cameroun-et-la-cote-divoire-il-tacle-ouvertement-les-elephants,fr,football,103,1590,6.48,4.2,871859,"Habib Beye frappe fort ! Après le nul entre le Cameroun et la Côte d’Ivoire, il tacle ouvertement les Éléphants.",true,2026-01-02,
165,https://www.afriquesports.net/afrique/mondial-2026-la-fifa-prend-une-decision-ferme-pour-le-benin,mondial-2026-la-fifa-prend-une-decision-ferme-pour-le-benin,fr,afrique,101,1560,6.47,8.2,,,,,
166,https://www.afriquesports.net/afrique/senegal/rdc-senegal-situation-chaotique-devant-le-stade-des-martyrs-a-4h-du-match-video,rdc-senegal-situation-chaotique-devant-le-stade-des-martyrs-a-4h-du-match-video,fr,afrique,101,13215,0.76,10.3,858504,RDC – Sénégal : situation chaotique devant le stade des Martyrs à 4h du match (vidéo),true,2025-12-31,
167,https://www.afriquesports.net/article-du-jour/real-madrid-la-fortune-de-toni-kroos-apres-17-ans-de-carriere-devoilee,real-madrid-la-fortune-de-toni-kroos-apres-17-ans-de-carriere-devoilee,fr,article-du-jour,101,2376,4.25,13.1,806629,"Real Madrid : La fortune de Toni Kroos, grâce à ses 17 ans de carrière, dévoilée",true,2025-12-25,
168,https://www.afriquesports.net/cameroun/can-2025-a-quelques-heures-du-match-face-au-gabon-andre-onana-balance-un-message-cash-au-cameroun,can-2025-a-quelques-heures-du-match-face-au-gabon-andre-onana-balance-un-message-cash-au-cameroun,fr,cameroun,101,4808,2.10,4.8,871284,"CAN 2025 : À quelques heures du match face au Gabon, André Onana balance un message cash au Cameroun !",true,2026-01-02,
169,https://www.afriquesports.net/can-2025/habib-beye-frappe-fort-apres-le-nul-entre-le-cameroun-et-la-cote-divoire-il-tacle-ouvertement-les-elephants,habib-beye-frappe-fort-apres-le-nul-entre-le-cameroun-et-la-cote-divoire-il-tacle-ouvertement-les-elephants,fr,can-2025,101,1371,7.37,5.1,871859,"Habib Beye frappe fort ! Après le nul entre le Cameroun et la Côte d’Ivoire, il tacle ouvertement les Éléphants.",true,2026-01-02,
170,https://www.afriquesports.net/afrique-sports-tv/lionel-messi-repond-au-banger-de-cr7-avec-un-chef-doeuvre-video,lionel-messi-repond-au-banger-de-cr7-avec-un-chef-doeuvre-video,fr,afrique-sports-tv,100,4937,2.03,3.6,863963,Lionel Messi répond au BANGER de CR7 avec un chef-d&rsquo;œuvre (VIDEO),true,2025-12-30,
171,https://www.afriquesports.net/afrique/cameroun-la-guerre-eclate-entre-marc-brys-et-samuel-etoo,cameroun-la-guerre-eclate-entre-marc-brys-et-samuel-etoo,fr,afrique,100,2871,3.48,5.1,863699,Cameroun : la guerre éclate entre Marc Brys et Samuel Eto’o !,true,2026-01-02,
172,https://www.afriquesports.net/football/maroc-comores-match-ouverture-can-2025-2,maroc-comores-match-ouverture-can-2025-2,fr,football,100,11630,0.86,6.0,,,,,
173,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-france-football-confirme-la-fuite-et-choque-tout-le-monde,ballon-dor-2025-france-football-confirme-la-fuite-et-choque-tout-le-monde,fr,ballon-dor,99,2769,3.58,9.9,860571,Ballon d’Or 2025 : France Football confirme la fuite et choque tout le monde !,true,2026-01-02,
174,https://www.afriquesports.net/classement/voici-le-classement-des-meilleurs-buteurs-de-tous-les-temps,voici-le-classement-des-meilleurs-buteurs-de-tous-les-temps,fr,classement,99,8567,1.16,25.0,655551,Voici le classement des meilleurs buteurs de tous les temps (2024),true,2026-01-02,
175,https://www.afriquesports.net/coupe-du-monde/mondial-2026-la-caf-annonce-une-mauvaise-nouvelle-pour-le-cameroun,mondial-2026-la-caf-annonce-une-mauvaise-nouvelle-pour-le-cameroun,fr,coupe-du-monde,99,1435,6.90,5.5,863390,Mondial 2026 : la CAF annonce une mauvaise nouvelle pour le Cameroun,true,2026-01-01,
176,https://www.afriquesports.net/can-2025/en-direct-can-2025-afrique-du-sud-angola-groupe-b,en-direct-can-2025-afrique-du-sud-angola-groupe-b,fr,can-2025,98,7024,1.40,6.8,870880,EN DIRECT CAN 2025 : Afrique du Sud – Angola (Groupe B),true,2025-12-26,
177,https://www.afriquesports.net/category/afrique-sports-tv,afrique-sports-tv,fr,category,98,6465,1.52,4.9,,,,,
178,https://www.afriquesports.net/football/rd-congo-senegal-la-fifa-tranche-et-prend-une-grosse-decision,rd-congo-senegal-la-fifa-tranche-et-prend-une-grosse-decision,fr,football,98,4538,2.16,6.5,862674,RD Congo / Sénégal : la FIFA tranche et prend une grosse décision,true,2026-01-01,
179,https://www.afriquesports.net/football/scandale-au-real-un-cadre-exclu-apres-une-bagarre-avec-bellingham,scandale-au-real-un-cadre-exclu-apres-une-bagarre-avec-bellingham,fr,football,97,1912,5.07,6.5,863848,Scandale au Real : un cadre exclu après une bagarre avec Bellingham !,true,2026-01-02,
180,https://www.afriquesports.net/afrique/maroc/terrible-nouvelle-maroc-en-deuil-un-jeune-footballeur-marocain-abattu-par-la-marine-algerienne,terrible-nouvelle-maroc-en-deuil-un-jeune-footballeur-marocain-abattu-par-la-marine-algerienne,fr,afrique,96,3763,2.55,10.6,,,,,
181,https://www.afriquesports.net/afrique/gros-salaires-immeubles-decouvrez-la-fortune-delirante-de-gervinho,gros-salaires-immeubles-decouvrez-la-fortune-delirante-de-gervinho,fr,afrique,95,1632,5.82,7.0,,,,,
182,https://www.afriquesports.net/afrique/senegal-kenya-decouvrez-la-chaine-et-lheure-du-match-amical,senegal-kenya-decouvrez-la-chaine-et-lheure-du-match-amical,fr,afrique,94,6260,1.50,10.1,867199,Sénégal–Kenya : découvrez la chaîne et l’heure du match amical !,true,2026-01-01,
183,https://www.afriquesports.net/coupe-du-monde/coupe-du-monde-2026-la-fifa-fait-une-annonce-choc-pour-les-equipes-africaines,coupe-du-monde-2026-la-fifa-fait-une-annonce-choc-pour-les-equipes-africaines,fr,coupe-du-monde,94,2906,3.23,4.0,863923,Coupe du Monde 2026 : la FIFA fait une annonce choc pour les équipes africaines !,true,2025-12-30,
184,https://www.afriquesports.net/can-2025/gabon-aubameyang-au-coeur-dun-echange-tendu-sur-x-avant-lannonce-officielle,gabon-aubameyang-au-coeur-dun-echange-tendu-sur-x-avant-lannonce-officielle,fr,can-2025,93,2889,3.22,2.6,872349,Gabon : Aubameyang au cœur d’un échange tendu sur X avant l’annonce officielle,true,2026-01-02,
185,https://www.afriquesports.net/football/can-2025-ndala-arbitre-le-match-douverture-maroc-c-af-1766314914489,can-2025-ndala-arbitre-le-match-douverture-maroc-c-af-1766314914489,fr,football,93,8945,1.04,5.9,,,,,
186,https://www.afriquesports.net/article-du-jour/classement-fifa-afrique-le-maroc-domine-le-senegal-rassure-le-cameroun-chute-lourdement,classement-fifa-afrique-le-maroc-domine-le-senegal-rassure-le-cameroun-chute-lourdement,fr,article-du-jour,92,5549,1.66,8.4,863800,"Classement FIFA / Afrique : le Maroc domine, le Sénégal rassure, le Cameroun chute lourdement !",true,2026-01-02,
187,https://www.afriquesports.net/classement/lewandowski-8e-pele-5e-messi-les-10-meilleurs-buteurs-de-lhistoire-du-football,lewandowski-8e-pele-5e-messi-les-10-meilleurs-buteurs-de-lhistoire-du-football,fr,classement,92,18687,0.49,40.7,,,,,
188,https://www.afriquesports.net/ligue-des-champions/le-barca-exclu-de-la-ligue-des-champions-laporta-lache-une-bombe,le-barca-exclu-de-la-ligue-des-champions-laporta-lache-une-bombe,fr,ligue-des-champions,92,4060,2.27,3.8,864044,Le Barça exclu de la Ligue des champions ? Laporta lâche une bombe,true,2026-01-02,
189,https://www.afriquesports.net/actualites/tragedie-une-legende-de-fc-barcelone-assassinee-le-monde-du-football-sous-le-choc,tragedie-une-legende-de-fc-barcelone-assassinee-le-monde-du-football-sous-le-choc,fr,actualites,90,3104,2.90,3.1,870201,"Tragédie : une légende de FC Barcelone assassinée, le monde du football sous le choc",true,2026-01-02,
190,https://www.afriquesports.net/afrique/can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,can-2025-le-benin-accuse-la-var-et-denonce-un-arbitrage-scandaleux,fr,afrique,90,1913,4.70,6.1,872119,CAN 2025 : Le Bénin craque face à la VAR dénonce un arbitrage scandaleux contre le Sénégal !,true,2026-01-02,
191,https://www.afriquesports.net/afrique/rdc-vs-senegal-voici-le-11-de-depart-aligne-par-pape-thiaw-avec-une-grosse-surprise,rdc-vs-senegal-voici-le-11-de-depart-aligne-par-pape-thiaw-avec-une-grosse-surprise,fr,afrique,90,5133,1.75,8.4,858561,RDC vs Sénégal : Voici le 11 de départ aligné par Pape Thiaw avec une grosse surprise !,true,2026-01-01,
192,https://www.afriquesports.net/afrique/senegal-la-decision-officielle-est-tombee-pour-assane-diao-et-la-selection,senegal-la-decision-officielle-est-tombee-pour-assane-diao-et-la-selection,fr,afrique,90,1260,7.14,6.7,859118,Sénégal : la décision officielle est tombée pour Assane Diao et la sélection !,true,2025-12-31,
193,https://www.afriquesports.net/article-du-jour/duel-de-legendes-les-chiffres-ont-tranche-entre-ronaldo-et-etoo,duel-de-legendes-les-chiffres-ont-tranche-entre-ronaldo-et-etoo,fr,article-du-jour,90,1875,4.80,21.4,269389,"Duel de légendes, les chiffres ont tranché entre Ronaldo et Eto&rsquo;o",true,2025-12-28,
194,https://www.afriquesports.net/football/apres-la-blessure-de-pedri-un-autre-terrible-coup-dur-frappe-le-barca,apres-la-blessure-de-pedri-un-autre-terrible-coup-dur-frappe-le-barca,fr,football,90,8001,1.12,3.6,870562,"Après la blessure de Pedri, un autre terrible coup dur frappe le Barça !",true,2025-12-27,
195,https://www.afriquesports.net/football/real-madrid-rodrygo-et-vinicius-balancent-des-mots-sur-ancelotti-et-piquent-xabi-alonso,real-madrid-rodrygo-et-vinicius-balancent-des-mots-sur-ancelotti-et-piquent-xabi-alonso,fr,football,90,7800,1.15,3.4,863178,Real Madrid : Rodrygo et Vinicius balancent des mots sur Ancelotti et piquent Xabi Alonso,true,2025-12-30,
196,https://www.afriquesports.net/football/video-accrochage-entre-lamine-yamal-et-arda-guler-voici-ce-qui-sest-passe,video-accrochage-entre-lamine-yamal-et-arda-guler-voici-ce-qui-sest-passe,fr,football,90,3603,2.50,20.1,858337,"VIDEO : Accrochage entre Lamine Yamal et Arda Güler , voici ce qui s&rsquo;est passé !",true,2025-12-30,
197,https://www.afriquesports.net/europe/barca-guirassy-cest-confirme,barca-guirassy-cest-confirme,fr,europe,89,2821,3.15,11.9,862529,"Barça : Guirassy, c’est confirmé !",true,2026-01-02,
198,https://www.afriquesports.net/football/uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,uruguay-3e-france-7e-bresil-les-10-des-nations-les-plus-titrees-de-lhistoire-du-foot,fr,football,89,13285,0.67,13.2,491256,"Uruguay 3e, France 7e, Brésil&#8230; les 10 des Nations les plus titrées de l&rsquo;histoire du foot",true,2026-01-02,
199,https://www.afriquesports.net/afrique/can-2025-malgre-la-tempete-pape-thiaw-a-deja-scelle-sa-liste,can-2025-malgre-la-tempete-pape-thiaw-a-deja-scelle-sa-liste,fr,afrique,88,2259,3.90,4.2,869699,"CAN 2025 : malgré la tempête, Pape Thiaw a déjà scellé sa liste !",true,2025-12-31,
200,https://www.afriquesports.net/europe/xavi-et-iniesta-3e-de-bruyne-david-silva-2e-les-5-meilleurs-duos-de-milieux-de-terrain-de-la-derniere-decennie,xavi-et-iniesta-3e-de-bruyne-david-silva-2e-les-5-meilleurs-duos-de-milieux-de-terrain-de-la-derniere-decennie,fr,europe,88,885,9.94,10.0,461577,"Xavi et Iniesta 3e, De Bruyne &#8211; David Silva 2e&#8230; les 5 meilleurs duos de milieux de terrain de la dernière décennie",true,2026-01-02,
201,https://www.afriquesports.net/afrique/cameroun/officiel-voici-la-liste-du-cameroun-pour-le-barrage-contre-la-rd-congo,officiel-voici-la-liste-du-cameroun-pour-le-barrage-contre-la-rd-congo,fr,afrique,87,6539,1.33,10.9,,,,,
202,https://www.afriquesports.net/afrique/rdc/le-football-congolais-en-deuil-tp-mazembe-touche,le-football-congolais-en-deuil-tp-mazembe-touche,fr,afrique,87,2182,3.99,4.6,869857,Le football congolais en deuil : TP Mazembe touché,true,2026-01-02,
203,https://www.afriquesports.net/article-du-jour/direct-pape-thiaw-devoile-la-liste-officielle-des-joueurs-retenus-pour-la-can-2025,direct-pape-thiaw-devoile-la-liste-officielle-des-joueurs-retenus-pour-la-can-2025,fr,article-du-jour,87,708,12.29,6.1,869807,DIRECT : Pape Thiaw dévoile la liste officielle des joueurs retenus pour la CAN 2025 !,true,2026-01-01,
204,https://www.afriquesports.net/classement/la-liste-de-tous-les-ballons-dor-africains-et-des-records-2,la-liste-de-tous-les-ballons-dor-africains-et-des-records-2,fr,classement,87,14023,0.62,12.1,784201,La liste de tous les ballons d’Or africains et …des records !,true,2026-01-02,
205,https://www.afriquesports.net/can-2025/terrible-nouvelle-la-prevente-des-billets-pour-la-can-2025-vire-au-chaos,terrible-nouvelle-la-prevente-des-billets-pour-la-can-2025-vire-au-chaos,fr,can-2025,86,1837,4.68,5.4,861122,Terrible nouvelle : la prévente des billets pour la CAN 2025 vire au chaos,true,2026-01-02,
206,https://www.afriquesports.net/europe/le-barca-tient-le-nouveau-messi-encore-en-argentine,le-barca-tient-le-nouveau-messi-encore-en-argentine,fr,europe,86,3839,2.24,5.5,862714,"Le Barça tient le “nouveau Messi”, encore en Argentine",true,2026-01-01,
207,https://www.afriquesports.net/europe/florentino-perez-se-lache-et-tranche-pour-xabi-alonso,florentino-perez-se-lache-et-tranche-pour-xabi-alonso,fr,europe,85,1956,4.35,3.1,869687,Florentino Pérez se lâche et tranche pour Xabi Alonso !,true,2025-12-27,
208,https://www.afriquesports.net/europe/modric-8e-pirlo-5e-xavi-3e-les-10-meilleurs-milieux-de-terrain-de-tous-les-temps,modric-8e-pirlo-5e-xavi-3e-les-10-meilleurs-milieux-de-terrain-de-tous-les-temps,fr,europe,85,11176,0.76,24.8,453902,"Modric 8e, Pirlo 5e, Xavi 3e&#8230; les 10 meilleurs milieux de terrain de tous les temps",true,2026-01-01,
209,https://www.afriquesports.net/afrique/senegal/senegal-vs-rdc-15h-plus-tard-la-verite-eclate-sur-le-but-refuse-video,senegal-vs-rdc-15h-plus-tard-la-verite-eclate-sur-le-but-refuse-video,fr,afrique,84,1620,5.19,11.1,858711,"Sénégal vs RDC : 15h plus tard, la vérité éclate sur le but refusé ! (vidéo)",true,2025-12-27,
210,https://www.afriquesports.net/football/2026-commence-mal-pour-lamine-yamal-et-le-barca,2026-commence-mal-pour-lamine-yamal-et-le-barca,fr,football,84,4229,1.99,3.0,872403,2026 commence mal pour Lamine Yamal et le Barça !,true,2026-01-02,
211,https://www.afriquesports.net/football/ibrahim-maza-performance-eclatante-leloge-de-samir-af-1767213013817,ibrahim-maza-performance-eclatante-leloge-de-samir-af-1767213013817,fr,football,84,2622,3.20,6.2,,,,,
212,https://www.afriquesports.net/football/mondial-2026-la-fifa-a-pris-sa-decision-pour-la-rd-congo,mondial-2026-la-fifa-a-pris-sa-decision-pour-la-rd-congo,fr,football,84,1790,4.69,9.4,861600,Mondial 2026 : La FIFA a pris sa décision pour la RD Congo,true,2025-12-27,
213,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-le-vainqueur-deja-connu-et-le-classement-potentiellement-fuite,ballon-dor-2025-le-vainqueur-deja-connu-et-le-classement-potentiellement-fuite,fr,ballon-dor,83,2183,3.80,11.6,860406,Ballon d’Or 2025 : le vainqueur déjà connu et le classement potentiellement fuité !,true,2026-01-01,
214,https://www.afriquesports.net/europe/real-madrid-la-composition-contre-lespanyol-fuitee-xabi-alonso-chamboule-tout,real-madrid-la-composition-contre-lespanyol-fuitee-xabi-alonso-chamboule-tout,fr,europe,83,226132,0.04,7.7,860169,"Real Madrid : la composition contre l’Espanyol fuitée, Xabi Alonso chamboule tout !",true,2025-12-31,
215,https://www.afriquesports.net/football/comment-santiago-munez-est-devenu-le-plus-grand-footballeur-fictif-de-tous-les-temps,comment-santiago-munez-est-devenu-le-plus-grand-footballeur-fictif-de-tous-les-temps,fr,football,83,7603,1.09,12.1,,,,,
216,https://www.afriquesports.net/afrique/rdc/les-leopards-de-la-rdc-qualifies-pour-le-mondial-decouvrez-la-condition,les-leopards-de-la-rdc-qualifies-pour-le-mondial-decouvrez-la-condition,fr,afrique,82,6509,1.26,7.5,863458,Les Léopards de la RDC qualifiés pour le Mondial ? Découvrez la condition !,true,2025-12-27,
217,https://www.afriquesports.net/senegal/senegal-botswana-sous-la-pluie-le-geste-dedouard-mendy-fait-le-buzz-a-la-can-photo,senegal-botswana-sous-la-pluie-le-geste-dedouard-mendy-fait-le-buzz-a-la-can-photo,fr,senegal,82,5364,1.53,4.2,871222,"Sénégal – Botswana : sous la pluie, le geste d’Édouard Mendy fait le buzz à la CAN (Photo)",true,2025-12-31,
218,https://www.afriquesports.net/afrique/cote-divoire/ballon-dor-africain-2024-simon-adingra-recoit-la-mauvaise-nouvelle,ballon-dor-africain-2024-simon-adingra-recoit-la-mauvaise-nouvelle,fr,afrique,81,9887,0.82,8.5,833602,Ballon d’Or africain 2024 : Simon Adingra reçoit la mauvaise nouvelle,true,2026-01-02,
219,https://www.afriquesports.net/can-2025/en-direct-can-2025-nigeria-vs-tanzanie-groupe-c-suivez-le-match-en-live,en-direct-can-2025-nigeria-vs-tanzanie-groupe-c-suivez-le-match-en-live,fr,can-2025,81,22188,0.37,6.3,871184,"EN DIRECT / CAN 2025 : Nigéria vs Tanzanie – Groupe C, suivez le match en live !",true,2025-12-31,
220,https://www.afriquesports.net/afrique/cameroun/cameroun-vincent-aboubakar-amasse-une-tres-grosse-fortune,cameroun-vincent-aboubakar-amasse-une-tres-grosse-fortune,fr,afrique,80,4582,1.75,18.3,,,,,
221,https://www.afriquesports.net/afrique/cameroun/la-fifa-tranche-et-rend-son-verdict-pour-samuel-etoo,la-fifa-tranche-et-rend-son-verdict-pour-samuel-etoo,fr,afrique,80,3257,2.46,15.8,,,,,
222,https://www.afriquesports.net/afrique/maroc/can-2025-la-caf-et-le-maroc-font-face-a-une-premiere-catastrophe,can-2025-la-caf-et-le-maroc-font-face-a-une-premiere-catastrophe,fr,afrique,80,1416,5.65,11.9,861121,CAN 2025 : La CAF et le Maroc font face à une première catastrophe,true,2026-01-02,
223,https://www.afriquesports.net/can-2025/coupe-dafrique-des-nations-endeuillee-par-un-drame-bouleversant,coupe-dafrique-des-nations-endeuillee-par-un-drame-bouleversant,fr,can-2025,80,2029,3.94,6.1,871036,Coupe d’Afrique des Nations endeuillée par un drame bouleversant,true,2026-01-02,
224,https://www.afriquesports.net/football/le-meilleur-milieu-de-terrain-actuel-de-liga-est-au-real-madrid-une-grosse-surprise,le-meilleur-milieu-de-terrain-actuel-de-liga-est-au-real-madrid-une-grosse-surprise,fr,football,80,21136,0.38,14.1,837102,"Le meilleur milieu de terrain actuel de Liga est au Real Madrid, une grosse surprise",true,2026-01-02,
225,https://www.afriquesports.net/afrique/habib-beye-dans-la-tourmente-le-terrible-verdict-devoile,habib-beye-dans-la-tourmente-le-terrible-verdict-devoile,fr,afrique,79,1271,6.22,10.5,862930,"Habib Beye dans la tourmente, le terrible verdict dévoilé !",true,2025-12-28,
226,https://www.afriquesports.net/afrique/senegal-vs-mauritanie-pape-thiaw-surprend-avec-3-changements-dans-le-onze,senegal-vs-mauritanie-pape-thiaw-surprend-avec-3-changements-dans-le-onze,fr,afrique,79,12337,0.64,6.4,863412,Sénégal vs Mauritanie : Pape Thiaw surprend avec 3 changements dans le onze,true,2026-01-02,
227,https://www.afriquesports.net/europe/lamine-yamal-trompe-par-sa-petite-amie-une-star-du-real-madrid-impliquee,lamine-yamal-trompe-par-sa-petite-amie-une-star-du-real-madrid-impliquee,fr,europe,79,5255,1.50,12.7,857915,"Lamine Yamal trompé par sa petite amie, une star du Real Madrid impliquée !",true,2026-01-02,
228,https://www.afriquesports.net/afrique/senegal/a-quelques-mois-de-la-can-une-mauvaise-nouvelle-tombe-pour-krepin-diatta,a-quelques-mois-de-la-can-une-mauvaise-nouvelle-tombe-pour-krepin-diatta,fr,afrique,78,1405,5.55,8.3,,,,,
229,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-le-vainqueur-deja-annonce-enorme-fuite,ballon-dor-2025-le-vainqueur-deja-annonce-enorme-fuite,fr,ballon-dor,78,1638,4.76,8.7,860439,"Ballon d’Or 2025 : le vainqueur déjà annoncé, énorme fuite !",true,2026-01-02,
230,https://www.afriquesports.net/football/le-maroc-en-deuil-une-star-decede-dans-un-tragique-accident-de-voiture,le-maroc-en-deuil-une-star-decede-dans-un-tragique-accident-de-voiture,fr,football,78,1333,5.85,5.8,866982,Le football égyptien est en deuil : une star décède dans un tragique accident de voiture,true,2025-12-28,
231,https://www.afriquesports.net/football/tragedie-dans-le-monde-du-foot-deces-accidentel-dune-star-celebre,tragedie-dans-le-monde-du-foot-deces-accidentel-dune-star-celebre,fr,football,78,1092,7.14,5.5,863241,Tragédie dans le monde du foot : décès accidentel d’une star célèbre,true,2026-01-02,
232,https://www.afriquesports.net/can-2025/direct-mali-zambie-duel-crucial-du-groupe-a-a-suivre-en-live,direct-mali-zambie-duel-crucial-du-groupe-a-a-suivre-en-live,fr,can-2025,77,7920,0.97,4.9,870855,"DIRECT : Mali – Zambie, duel crucial du Groupe A à suivre en live",true,2026-01-01,
233,https://www.afriquesports.net/football/apres-yamal-et-raphinha-un-autre-cadre-se-blesse-et-rate-le-clasico,apres-yamal-et-raphinha-un-autre-cadre-se-blesse-et-rate-le-clasico,fr,football,77,6958,1.11,7.2,863433,Après Yamal et Raphinha un autre cadre se blesse et rate le Clasico,true,2026-01-01,
234,https://www.afriquesports.net/football/tragedie-inattendue-dans-le-monde-du-foot-une-grande-star-perd-la-vie-dans-un-tragique-accident,tragedie-inattendue-dans-le-monde-du-foot-une-grande-star-perd-la-vie-dans-un-tragique-accident,fr,football,77,974,7.91,5.2,863251,Tragédie inattendue dans le monde du foot : une grande star perd la vie dans un tragique accident,true,2025-12-28,
